,literacy_home,risk_factors,aspired_occ_b,math_b,reading_b,math_conf_b,verbal_confidence,writing,sports,by_xcurr,homework,hedonics_b,hours_working_b,edu_confidence,aspired_occ_1,math_1,math_status_1,f1_xcurr,hours_working_1,hedonics_1,math_conf_1,hs_ac_load,hs_gpa,ps_level,effort,testing,v_facility,m_facility,academic_p,iq_by_concientiousness,delinquency,wages_cont,graduated_Y
2732,3.0,0.0,-1.0,67.54,62.37,1.7719999999999998,1.5959999999999999,0.052000000000000005,1.0,0.0,1.0,2.0,1.0,6.0,-1.0,53.21,6.0,2.0,3.0,3.0,-0.264,26.0,5.0,1.0,26.0,183.12,249.48,319.26,130.0,15355.98,0.0,0.0,0.0
14885,,,,68.27,60.85,,,,,,,,,8.0,-1.0,68.71,6.0,6.0,1.0,2.0,,,,1.0,,197.82999999999998,,412.26,,,,49457499.99999999,1.0
4950,3.0,0.0,15.0,44.09,51.15,,,-0.898,0.0,2.0,6.0,3.0,0.0,6.0,10.0,37.67,5.0,1.0,4.0,,1.286,23.0,4.0,2.0,138.0,132.91000000000003,204.6,188.35000000000002,552.0,11395.550000000001,,0.0,0.0
6531,1.0,3.0,10.0,39.86,54.24,-0.604,0.07,0.24100000000000002,1.0,0.0,2.0,4.0,4.0,8.0,10.0,39.69,5.0,0.0,6.0,4.0,,18.0,4.0,2.0,36.0,133.79,108.48,198.45,144.0,6138.6,24.0,66895.0,0.0
5792,2.0,0.0,10.0,48.9,55.22,1.7719999999999998,1.5959999999999999,1.9509999999999998,2.0,2.0,17.0,,0.0,7.0,10.0,51.83,6.0,3.0,2.0,3.0,0.501,22.0,6.0,1.0,374.0,155.95,165.66,310.98,2244.0,18588.96,,4990400.0,1.0
6374,2.0,,9.0,26.49,33.04,0.305,0.293,0.509,1.0,1.0,13.0,,0.0,4.0,9.0,29.91,5.0,2.0,7.0,,0.248,25.0,3.0,2.0,325.0,89.44,99.12,149.55,975.0,9449.460000000001,,1252160.0,0.0
13378,3.0,1.0,9.0,64.35,65.82,0.085,0.893,1.9509999999999998,1.0,2.0,18.0,2.0,0.0,7.0,9.0,62.03,6.0,4.0,3.0,5.0,1.811,28.0,6.0,1.0,504.0,192.2,263.28,372.18,3024.0,29231.160000000003,7.0,7495800.0,1.0
10913,1.0,2.0,10.0,54.02,56.33,-1.3719999999999999,0.005,-0.898,1.0,3.0,5.0,,0.0,8.0,10.0,53.2,6.0,2.0,5.0,2.0,-0.51,31.0,4.0,1.0,155.0,163.55,112.66,319.20000000000005,620.0,15546.960000000001,,6705550.000000001,0.0
5448,3.0,2.0,,48.78,48.81,,,-0.435,1.0,0.0,3.0,8.0,0.0,6.0,-1.0,47.47,6.0,1.0,3.0,8.0,-0.755,25.0,3.0,2.0,75.0,145.06,195.24,284.82,225.0,13441.68,32.0,1450600.0,0.0
12477,1.0,2.0,-1.0,41.98,43.14,0.083,-0.11800000000000001,-0.435,0.0,1.0,3.0,3.0,0.0,3.0,-1.0,39.84,5.0,0.0,0.0,3.0,0.003,23.0,2.0,1.0,69.0,124.96000000000001,86.28,199.20000000000002,138.0,7422.4800000000005,12.0,149952.0,0.0
1589,1.0,2.0,9.0,52.09,55.34,-1.5819999999999999,0.585,0.052000000000000005,0.0,2.0,3.0,3.0,0.0,6.0,-1.0,44.28,5.0,2.0,2.0,1.0,-1.7930000000000001,24.0,4.0,2.0,72.0,151.71,110.68,221.4,288.0,8966.160000000002,8.0,455130.0,1.0
5332,3.0,1.0,6.0,61.73,59.53,0.5710000000000001,0.331,-0.41100000000000003,3.0,0.0,3.0,,2.0,7.0,9.0,60.07,6.0,2.0,3.0,8.0,1.811,25.0,5.0,1.0,75.0,181.32999999999998,238.12,360.42,375.0,16759.12,,0.0,1.0
4296,,1.0,,57.98,53.0,,,0.052000000000000005,2.0,0.0,3.0,5.0,,6.0,-1.0,53.32,4.0,3.0,5.0,6.0,,24.0,2.0,2.0,72.0,164.29999999999998,,213.28,144.0,,11.0,2793099.9999999995,1.0
8052,2.0,3.0,-1.0,57.0,49.55,1.5330000000000001,0.14300000000000002,0.807,1.0,3.0,8.0,1.0,0.0,6.0,9.0,56.81,6.0,5.0,2.0,3.0,0.03,25.0,5.0,1.0,200.0,163.36,148.64999999999998,340.86,1000.0,16153.83,12.0,2777120.0,1.0
10830,1.0,1.0,,62.79,61.38,,,,,1.0,11.0,,,6.0,,66.84,6.0,1.0,,5.0,-0.504,,,1.0,,191.01,122.76,401.04,,,,12415650.0,1.0
795,3.0,1.0,-1.0,70.03,67.67,1.7719999999999998,0.07,,0.0,1.0,3.0,8.0,3.0,7.0,-1.0,68.17,6.0,1.0,3.0,3.0,0.51,25.0,5.0,1.0,75.0,205.87,270.68,409.02,375.0,19031.600000000002,11.0,5764360.0,1.0
15866,1.0,0.0,12.0,67.6,50.54,,,,3.0,0.0,10.0,3.0,0.0,7.0,-1.0,63.88,6.0,3.0,0.0,1.0,,,,2.0,,182.01999999999998,101.08,383.28000000000003,,,0.0,7644839.999999999,0.0
14753,2.0,2.0,10.0,55.56,59.53,0.332,-0.9329999999999999,,1.0,1.0,13.0,3.0,0.0,8.0,10.0,51.17,6.0,4.0,0.0,4.0,1.811,24.0,6.0,1.0,312.0,166.26,178.59,307.02,1872.0,17967.57,14.0,0.0,1.0
6209,1.0,,9.0,58.06,53.13,1.7719999999999998,0.07,1.459,0.0,1.0,5.0,4.0,0.0,7.0,9.0,55.79,6.0,2.0,0.0,0.0,,22.0,6.0,1.0,110.0,166.98,106.26,334.74,660.0,11907.0,,6679200.0,1.0
235,2.0,0.0,9.0,45.41,39.45,1.5330000000000001,-2.197,,0.0,1.0,5.0,,2.0,4.0,9.0,41.75,3.0,1.0,3.0,4.0,,28.0,3.0,2.0,140.0,126.61,118.35000000000001,125.25,420.0,8038.800000000001,,1139490.0,1.0
8742,,,,67.66,68.49,,,,,,,,,7.0,-1.0,74.61,6.0,4.0,0.0,1.0,,24.0,6.0,1.0,,210.76,,447.65999999999997,,,,0.0,0.0
15788,3.0,0.0,9.0,57.04,61.51,-0.63,-0.37200000000000005,1.464,3.0,1.0,20.0,0.0,0.0,7.0,9.0,56.67,6.0,2.0,0.0,0.0,-0.51,28.0,6.0,1.0,560.0,175.22,246.04,340.02,3360.0,28130.879999999997,0.0,7534460.0,1.0
646,3.0,1.0,10.0,60.41,69.76,,,0.807,2.0,1.0,15.0,0.0,0.0,8.0,10.0,57.91,6.0,4.0,0.0,1.0,0.516,25.0,3.0,2.0,375.0,188.08,279.04,347.46,1125.0,25060.0,1.0,4702000.0,1.0
2587,2.0,1.0,15.0,52.56,60.27,-0.63,-0.9329999999999999,0.052000000000000005,2.0,2.0,9.0,6.0,0.0,6.0,15.0,53.62,6.0,5.0,1.0,2.0,0.773,27.0,5.0,1.0,243.0,166.45000000000002,180.81,321.71999999999997,1215.0,18091.079999999998,8.0,5992200.000000001,0.0
8356,2.0,1.0,10.0,42.76,42.9,0.121,0.965,0.39299999999999996,3.0,1.0,3.0,2.0,0.0,8.0,10.0,45.93,6.0,6.0,0.0,0.0,1.811,26.0,6.0,1.0,78.0,131.59,128.7,275.58,468.0,11724.119999999999,2.0,0.0,0.0
14006,3.0,0.0,-1.0,48.61,58.92,-1.831,,0.349,1.0,0.0,4.0,2.0,0.0,8.0,-1.0,49.62,6.0,2.0,5.0,2.0,-1.788,28.0,6.0,1.0,112.0,157.15,235.68,297.71999999999997,672.0,17068.8,0.0,0.0,0.0
1632,3.0,,10.0,61.3,65.94,0.5720000000000001,-0.11800000000000001,1.001,2.0,2.0,9.0,3.0,0.0,7.0,-1.0,62.02,6.0,6.0,4.0,3.0,1.3030000000000002,30.0,6.0,1.0,270.0,189.26,263.76,372.12,1620.0,24799.32,,662410.0,1.0
1575,,0.0,16.0,75.6,61.38,,,1.9509999999999998,1.0,0.0,10.0,,,6.0,9.0,72.87,6.0,0.0,0.0,7.0,,26.0,6.0,1.0,260.0,209.85,,437.22,1560.0,,,11541750.0,1.0
12031,1.0,,10.0,52.2,39.82,1.7719999999999998,1.5959999999999999,0.7040000000000001,6.0,1.0,24.0,8.0,0.0,6.0,9.0,46.33,5.0,3.0,3.0,,,25.0,2.0,1.0,600.0,138.35000000000002,79.64,231.64999999999998,1200.0,15253.21,,830100.0000000001,0.0
8991,3.0,0.0,9.0,45.37,47.58,1.7719999999999998,-0.111,-0.898,0.0,1.0,2.0,7.0,0.0,6.0,-1.0,65.02,6.0,2.0,0.0,2.0,1.564,24.0,6.0,1.0,48.0,157.96999999999997,190.32,390.12,288.0,15091.440000000002,0.0,5844889.999999999,1.0
14039,3.0,0.0,16.0,66.46,69.02,-0.841,-0.41,0.247,0.0,1.0,7.0,3.0,0.0,7.0,9.0,64.09,6.0,2.0,4.0,3.0,-0.504,29.0,5.0,1.0,203.0,199.57,276.08,384.54,1015.0,23782.32,0.0,7982800.0,1.0
7306,1.0,0.0,8.0,52.14,51.89,-0.63,-0.11800000000000001,0.24100000000000002,1.0,1.0,8.0,8.0,2.0,4.0,-1.0,50.62,4.0,2.0,5.0,3.0,1.286,28.0,3.0,2.0,224.0,154.65,103.78,202.48,672.0,11025.36,0.0,6495300.0,0.0
3321,3.0,1.0,10.0,63.58,58.92,-0.8690000000000001,0.696,1.756,1.0,4.0,15.0,6.0,2.0,6.0,15.0,55.56,6.0,7.0,2.0,2.0,-0.755,27.0,6.0,2.0,405.0,178.06,235.68,333.36,2430.0,23899.68,8.0,8012700.0,1.0
15474,3.0,0.0,-1.0,67.69,65.08,-0.63,-0.9329999999999999,,1.0,1.0,2.0,4.0,0.0,9.0,9.0,62.24,6.0,0.0,2.0,6.0,-0.755,,,1.0,,195.01,260.32,373.44,,,0.0,3900200.0,0.0
1990,3.0,0.0,-1.0,59.01,66.93,0.8740000000000001,1.3419999999999999,0.052000000000000005,2.0,1.0,9.0,1.0,1.0,6.0,-1.0,58.79,6.0,4.0,3.0,1.0,,,,1.0,,184.73,267.72,352.74,,,0.0,6465550.0,1.0
8865,,1.0,,54.31,51.89,,,,2.0,,,,,4.0,5.0,27.61,3.0,0.0,0.0,8.0,-1.776,13.0,0.0,2.0,,133.81,,82.83,,,,0.0,0.0
10285,1.0,3.0,-1.0,35.68,34.27,-0.126,-0.745,,0.0,0.0,33.0,8.0,0.0,4.0,-1.0,38.64,5.0,2.0,0.0,5.0,-0.248,26.0,2.0,2.0,858.0,108.59,68.54,193.2,1716.0,15442.66,39.0,1411670.0,1.0
4791,3.0,0.0,-1.0,67.02,63.48,-0.63,-0.9329999999999999,0.423,0.0,2.0,7.0,1.0,0.0,7.0,10.0,63.5,6.0,4.0,0.0,1.0,-0.537,27.0,5.0,1.0,189.0,194.0,253.92,381.0,945.0,21587.28,0.0,0.0,1.0
14187,1.0,0.0,13.0,52.66,48.2,1.7719999999999998,-0.183,1.001,2.0,0.0,11.0,1.0,0.0,7.0,13.0,50.86,5.0,0.0,1.0,3.0,1.024,26.0,4.0,1.0,286.0,151.72,96.4,254.3,1144.0,12975.900000000001,0.0,12137600.0,1.0
6039,,4.0,-1.0,31.18,33.53,,,-1.847,1.0,0.0,3.0,8.0,,6.0,2.0,34.56,4.0,4.0,3.0,5.0,-0.509,25.0,2.0,2.0,75.0,99.27000000000001,,138.24,150.0,,52.0,3970800.0000000005,1.0
3235,3.0,0.0,-1.0,48.8,39.45,-0.63,,-1.847,2.0,3.0,19.0,4.0,5.0,6.0,14.0,42.48,5.0,6.0,6.0,3.0,-0.755,26.0,4.0,2.0,494.0,130.73,157.8,212.39999999999998,1976.0,16659.0,0.0,1699489.9999999998,1.0
4168,2.0,,14.0,60.76,66.56,-1.329,0.958,,1.0,2.0,5.0,3.0,0.0,7.0,14.0,61.51,6.0,2.0,2.0,2.0,,,,1.0,,188.82999999999998,199.68,369.06,,,,3776599.9999999995,1.0
7880,3.0,0.0,9.0,65.48,75.43,,,1.9509999999999998,0.0,3.0,3.0,0.0,1.0,8.0,10.0,67.45,6.0,2.0,1.0,0.0,1.564,20.0,6.0,1.0,60.0,208.36,301.72,404.70000000000005,360.0,16247.660000000002,0.0,0.0,1.0
107,0.0,1.0,9.0,53.78,47.58,1.7719999999999998,0.5920000000000001,0.515,0.0,0.0,4.0,,6.0,7.0,9.0,51.97,5.0,0.0,6.0,6.0,,18.0,3.0,2.0,72.0,153.32999999999998,47.58,259.85,216.0,6763.46,,7359839.999999999,1.0
16011,3.0,0.0,9.0,62.04,61.38,,,0.436,2.0,3.0,12.0,3.0,0.0,7.0,9.0,63.15,6.0,3.0,0.0,2.0,1.27,25.0,4.0,1.0,300.0,186.57,245.52,378.9,1200.0,23103.539999999997,0.0,4664250.0,1.0
631,,,-1.0,44.19,40.68,,,0.052000000000000005,0.0,0.0,6.0,6.0,,4.0,-1.0,34.32,5.0,0.0,8.0,1.0,-0.47700000000000004,26.0,4.0,2.0,156.0,119.19,,171.6,624.0,,,4886790.0,0.0
9999,,,,44.42,40.94,,,,,,,,,8.0,9.0,43.11,6.0,3.0,6.0,,,25.0,3.0,1.0,,128.47,,258.65999999999997,,,,3597160.0,1.0
12254,2.0,4.0,-1.0,46.96,46.6,-0.63,-0.9329999999999999,-0.703,0.0,1.0,,8.0,0.0,6.0,-1.0,46.18,6.0,0.0,3.0,7.0,-0.258,29.0,5.0,2.0,,139.74,139.8,277.08,,,60.0,4890900.0,0.0
13805,3.0,1.0,-1.0,43.92,55.71,-0.392,-0.214,-0.13699999999999998,3.0,0.0,21.0,8.0,0.0,6.0,6.0,47.62,6.0,3.0,0.0,5.0,-0.264,25.0,3.0,1.0,525.0,147.25,222.84,285.71999999999997,1575.0,23393.76,13.0,15461250.0,1.0
12452,2.0,1.0,-1.0,59.4,62.25,1.5330000000000001,-1.463,1.1909999999999998,0.0,0.0,17.0,8.0,0.0,8.0,9.0,62.04,6.0,2.0,4.0,,-0.008,27.0,4.0,1.0,459.0,183.69,186.75,372.24,1836.0,24595.56,,4133025.0,0.0
1253,,,,47.57,44.14,,,,,,,,,8.0,10.0,45.62,5.0,1.0,2.0,2.0,,33.0,4.0,1.0,,137.33,,228.1,,,,2059950.0000000002,0.0
6635,3.0,2.0,9.0,36.22,44.99,,,-0.703,0.0,0.0,6.0,3.0,4.0,9.0,2.0,36.86,3.0,0.0,7.0,5.0,-0.215,27.0,3.0,2.0,162.0,118.07000000000001,179.96,110.58,486.0,9587.820000000002,16.0,0.0,0.0
15727,,0.0,9.0,58.4,55.1,,,0.539,3.0,2.0,15.0,0.0,,7.0,9.0,57.25,6.0,2.0,0.0,1.0,,15.0,5.0,1.0,225.0,170.75,,343.5,1125.0,,0.0,5122500.0,1.0
11357,,0.0,9.0,65.23,59.66,,,0.247,2.0,0.0,15.0,5.0,0.0,6.0,9.0,61.93,6.0,2.0,0.0,2.0,1.288,25.0,6.0,1.0,375.0,186.82,,371.58,2250.0,,0.0,560460.0,1.0
9850,3.0,0.0,-1.0,46.74,37.11,0.133,-0.38799999999999996,,1.0,0.0,10.0,8.0,6.0,4.0,-1.0,46.28,5.0,1.0,7.0,2.0,-0.024,20.0,3.0,1.0,200.0,130.13,148.44,231.4,600.0,11395.2,0.0,5205200.0,0.0
9870,3.0,1.0,10.0,57.96,61.63,-0.8690000000000001,1.5959999999999999,-0.24600000000000002,0.0,2.0,6.0,2.0,4.0,7.0,11.0,56.3,5.0,5.0,0.0,3.0,,25.0,4.0,1.0,150.0,175.89,246.52,281.5,600.0,16368.619999999999,5.0,1407120.0,1.0
11594,3.0,2.0,-1.0,39.71,40.19,-1.831,1.146,-0.898,0.0,1.0,2.0,8.0,0.0,4.0,10.0,42.86,5.0,2.0,0.0,3.0,-1.5130000000000001,20.0,1.0,2.0,40.0,122.76,160.76,214.3,40.0,8251.32,22.0,0.0,0.0
12268,2.0,,9.0,56.24,55.34,,0.585,-0.033,0.0,1.0,3.0,2.0,3.0,6.0,16.0,55.23,6.0,3.0,4.0,2.0,0.528,32.0,4.0,2.0,96.0,166.81,166.02,331.38,384.0,17409.0,,1584695.0,0.0
13581,2.0,0.0,9.0,50.94,56.82,-0.63,-0.9329999999999999,-0.63,1.0,3.0,8.0,1.0,0.0,7.0,9.0,55.68,6.0,3.0,5.0,2.0,-0.504,25.0,4.0,1.0,200.0,163.44,170.46,334.08,800.0,16649.82,0.0,0.0,0.0
15114,3.0,1.0,-1.0,66.84,59.78,-1.1059999999999999,-0.664,,2.0,0.0,10.0,6.0,2.0,7.0,6.0,52.33,6.0,2.0,3.0,2.0,-0.47700000000000004,30.0,4.0,1.0,300.0,178.95,239.12,313.98,1200.0,22124.0,8.0,12526500.0,1.0
11412,3.0,1.0,10.0,46.54,43.39,-0.841,-0.9329999999999999,-1.6580000000000001,1.0,0.0,5.0,7.0,0.0,4.0,11.0,43.24,3.0,2.0,3.0,5.0,-0.013000000000000001,16.0,0.0,2.0,80.0,133.17000000000002,173.56,129.72,0.0,6368.879999999999,12.0,0.0,0.0
15700,3.0,1.0,,56.05,54.85,,,-1.847,,1.0,14.0,,,7.0,16.0,72.37,6.0,3.0,0.0,1.0,1.811,23.0,5.0,1.0,322.0,183.27,219.4,434.22,1610.0,24183.94,,16494300.0,1.0
3823,,,,51.44,57.3,,,,,,,,,4.0,-1.0,49.45,5.0,1.0,4.0,3.0,,22.0,5.0,2.0,,158.19,,247.25,,,,6485790.0,1.0
1181,1.0,2.0,-1.0,48.51,59.78,-0.39,-0.745,-0.898,0.0,0.0,1.0,4.0,2.0,4.0,2.0,39.44,5.0,0.0,4.0,3.0,-1.296,29.0,3.0,1.0,29.0,147.73,119.56,197.2,87.0,9502.8,14.0,5909200.0,0.0
15832,2.0,0.0,10.0,51.73,52.26,-0.63,-0.9329999999999999,-0.898,2.0,1.0,33.0,8.0,,6.0,10.0,49.27,4.0,7.0,8.0,8.0,1.811,26.0,4.0,1.0,858.0,153.26,156.78,197.08,3432.0,20877.74,0.0,5670620.0,0.0
11929,,1.0,,47.46,46.6,,,-1.093,1.0,2.0,3.0,2.0,,4.0,16.0,47.22,5.0,1.0,5.0,8.0,-0.755,30.0,4.0,2.0,90.0,141.28,,236.1,360.0,,10.0,282560.0,0.0
14424,3.0,0.0,,57.9,60.27,,,-1.093,,0.0,13.0,,,4.0,-1.0,59.98,4.0,0.0,1.0,3.0,,28.0,4.0,2.0,364.0,178.15,241.08,239.92,1456.0,19721.0,,5700800.0,1.0
12756,2.0,0.0,10.0,59.95,65.7,-1.1059999999999999,0.151,0.7040000000000001,0.0,1.0,16.0,1.0,0.0,7.0,9.0,59.9,6.0,5.0,3.0,0.0,-0.259,,,1.0,,185.55,197.10000000000002,359.4,,,0.0,1113300.0,0.0
9315,3.0,0.0,10.0,49.99,57.56,0.121,1.146,,0.0,3.0,9.0,8.0,0.0,7.0,16.0,50.78,3.0,1.0,0.0,8.0,-0.264,23.0,5.0,2.0,207.0,158.33,230.24,152.34,1035.0,12242.560000000001,0.0,3166600.0000000005,0.0
14000,3.0,0.0,10.0,49.01,47.33,0.7809999999999999,0.6729999999999999,-0.898,1.0,0.0,5.0,4.0,1.0,7.0,9.0,51.99,5.0,3.0,2.0,2.0,-0.253,24.0,4.0,1.0,120.0,148.33,189.32,259.95,480.0,13028.83,0.0,4301570.0,0.0
13956,,,9.0,37.16,38.71,0.293,0.862,0.247,0.0,0.0,,,1.0,6.0,10.0,34.7,5.0,2.0,1.0,4.0,0.495,27.0,4.0,1.0,,110.57000000000001,,173.5,,,,4422800.0,1.0
11121,2.0,2.0,10.0,38.44,39.57,0.7709999999999999,0.259,-0.14300000000000002,2.0,3.0,5.0,1.0,6.0,8.0,9.0,44.2,6.0,2.0,4.0,3.0,,22.0,4.0,1.0,110.0,122.21,118.71000000000001,265.20000000000005,440.0,10365.570000000002,8.0,4155140.0,0.0
14199,2.0,0.0,-1.0,40.33,51.28,,,-1.579,1.0,0.0,20.0,,,6.0,-1.0,44.26,5.0,0.0,0.0,4.0,,24.0,2.0,2.0,480.0,135.87,153.84,221.29999999999998,960.0,16506.16,,6793500.0,1.0
16161,2.0,1.0,6.0,46.11,50.66,-1.621,1.5959999999999999,0.052000000000000005,,,8.0,,2.0,4.0,13.0,49.47,5.0,0.0,4.0,2.0,-0.259,23.0,4.0,3.0,184.0,146.24,151.98,247.35,736.0,12379.23,,3948480.0000000005,0.0
5040,3.0,0.0,9.0,53.07,62.25,-0.381,1.5959999999999999,1.001,3.0,0.0,18.0,1.0,0.0,7.0,9.0,43.47,5.0,2.0,5.0,2.0,-1.541,28.0,6.0,1.0,504.0,158.79,249.0,217.35,3024.0,21452.100000000002,0.0,3493380.0,1.0
8057,2.0,2.0,10.0,28.94,33.29,,,-0.13699999999999998,0.0,1.0,3.0,3.0,,3.0,,28.92,,1.0,,,,24.0,5.0,2.0,72.0,91.15,99.87,,360.0,,,638050.0,1.0
15383,3.0,0.0,-1.0,64.98,55.59,0.5710000000000001,-0.68,1.1909999999999998,0.0,4.0,10.0,1.0,1.0,8.0,6.0,60.92,6.0,4.0,0.0,1.0,-0.226,27.0,4.0,1.0,270.0,181.49,222.36,365.52,1080.0,21751.56,0.0,6352150.0,0.0
3346,3.0,1.0,2.0,52.48,48.94,,,0.052000000000000005,0.0,0.0,6.0,2.0,5.0,4.0,2.0,49.68,3.0,0.0,7.0,2.0,-0.013000000000000001,25.0,3.0,2.0,150.0,151.1,195.76,149.04,450.0,10688.8,4.0,7555000.0,1.0
10662,2.0,1.0,13.0,36.56,45.73,,,-0.24600000000000002,0.0,1.0,18.0,,2.0,4.0,-1.0,41.98,5.0,2.0,3.0,3.0,-1.035,21.0,4.0,3.0,378.0,124.26999999999998,137.19,209.89999999999998,1512.0,13536.509999999998,,124269.99999999999,1.0
8351,3.0,2.0,2.0,34.73,30.33,0.4,0.958,-1.087,0.0,0.0,18.0,5.0,,4.0,,34.34,3.0,,5.0,1.0,0.005,23.0,3.0,2.0,414.0,99.4,121.32,103.02000000000001,1242.0,9197.94,12.0,5964000.0,0.0
10768,,,,56.16,47.84,,,,,,,,,6.0,-1.0,45.84,6.0,2.0,4.0,,,,,1.0,,149.84,,275.04,,,,5993600.0,1.0
3915,2.0,,9.0,43.68,44.87,-0.63,-0.9329999999999999,,0.0,0.0,4.0,7.0,0.0,6.0,9.0,40.54,6.0,2.0,0.0,6.0,1.024,,,1.0,,129.09,134.60999999999999,243.24,,,,4130880.0,0.0
99,3.0,0.0,-1.0,57.57,69.64,0.82,1.5959999999999999,1.001,0.0,1.0,,1.0,1.0,7.0,9.0,55.98,6.0,3.0,2.0,2.0,-1.051,29.0,6.0,1.0,,183.19,278.56,335.88,,,0.0,7693980.0,1.0
14861,3.0,,,62.78,49.18,,,0.247,3.0,4.0,,2.0,,7.0,9.0,58.69,6.0,8.0,0.0,,-0.504,20.0,5.0,1.0,,170.65,196.72,352.14,,,,5972750.0,1.0
13340,3.0,1.0,-1.0,67.49,58.55,-0.867,-0.475,-1.0,1.0,0.0,12.0,6.0,3.0,7.0,6.0,61.04,6.0,3.0,5.0,4.0,-0.013000000000000001,31.0,5.0,1.0,372.0,187.07999999999998,234.2,366.24,1860.0,25818.920000000002,10.0,12160199.999999998,0.0
15686,3.0,0.0,10.0,59.23,59.9,-0.63,0.078,,0.0,2.0,10.0,2.0,0.0,7.0,10.0,61.79,5.0,7.0,4.0,1.0,-0.755,30.0,5.0,1.0,300.0,180.92,239.6,308.95,1500.0,21942.0,0.0,7236799.999999999,1.0
14957,,1.0,10.0,55.24,50.05,,,0.16,3.0,2.0,5.0,3.0,,8.0,10.0,49.68,5.0,5.0,1.0,2.0,0.267,26.0,4.0,1.0,130.0,154.97,,248.4,520.0,,5.0,0.0,1.0
12488,3.0,0.0,,53.87,54.73,,,-0.898,,1.0,4.0,,,6.0,9.0,52.03,6.0,0.0,3.0,5.0,,30.0,5.0,2.0,120.0,160.63,218.92,312.18,600.0,18057.4,,5622050.0,1.0
3904,,1.0,,34.76,45.73,,,,1.0,0.0,,3.0,,6.0,9.0,33.07,6.0,1.0,1.0,1.0,0.777,22.0,3.0,1.0,,113.56,,198.42000000000002,,,4.0,34068.0,0.0
2659,3.0,1.0,16.0,65.93,53.13,1.7719999999999998,0.331,-0.24,1.0,0.0,5.0,5.0,0.0,7.0,15.0,61.07,6.0,1.0,4.0,6.0,1.27,22.0,5.0,1.0,110.0,180.13,212.52,366.42,550.0,15631.380000000001,11.0,4323120.0,1.0
5334,3.0,0.0,10.0,51.17,48.69,0.332,0.631,0.515,2.0,2.0,4.0,4.0,0.0,8.0,10.0,52.36,5.0,2.0,2.0,2.0,-0.504,25.0,6.0,1.0,100.0,152.22,194.76,261.8,600.0,13240.24,0.0,6088800.0,1.0
11349,2.0,0.0,16.0,58.31,60.03,0.5710000000000001,0.078,0.052000000000000005,3.0,0.0,10.0,3.0,0.0,6.0,-1.0,60.27,6.0,1.0,4.0,4.0,,,,1.0,,178.61,180.09,361.62,,,0.0,3214980.0000000005,0.0
12643,2.0,2.0,10.0,64.97,66.68,1.7719999999999998,0.331,0.812,0.0,2.0,7.0,2.0,0.0,7.0,9.0,67.13,6.0,3.0,4.0,5.0,1.811,,,1.0,,198.78,200.04000000000002,402.78,,,14.0,4770720.0,1.0
3377,2.0,0.0,-1.0,56.25,51.03,1.085,1.5959999999999999,1.4880000000000002,1.0,0.0,4.0,1.0,4.0,6.0,4.0,56.55,6.0,2.0,3.0,2.0,0.237,24.0,6.0,1.0,96.0,163.82999999999998,153.09,339.29999999999995,576.0,13786.92,0.0,5242559.999999999,1.0
2862,3.0,,-1.0,53.27,60.27,-0.657,0.331,0.996,2.0,3.0,6.0,1.0,0.0,6.0,-1.0,50.15,5.0,3.0,4.0,1.0,-0.755,30.0,6.0,1.0,180.0,163.69,241.08,250.75,1080.0,17705.88,,2046125.0,0.0
14222,3.0,1.0,-1.0,67.78,70.87,,0.585,,2.0,3.0,15.0,2.0,1.0,6.0,10.0,60.58,6.0,4.0,1.0,3.0,-1.018,27.0,5.0,1.0,405.0,199.23000000000002,283.48,363.48,2025.0,27172.32,5.0,4781520.0,1.0
11113,1.0,1.0,9.0,59.68,60.15,-1.1059999999999999,-0.664,0.7040000000000001,0.0,2.0,8.0,3.0,3.0,6.0,13.0,60.06,6.0,4.0,3.0,1.0,-0.755,27.0,5.0,1.0,216.0,179.89,120.3,360.36,1080.0,16823.100000000002,4.0,3597799.9999999995,0.0
7988,2.0,1.0,10.0,72.89,61.63,0.33299999999999996,0.789,,3.0,1.0,25.0,1.0,0.0,8.0,10.0,62.58,6.0,2.0,3.0,3.0,0.528,25.0,6.0,1.0,625.0,197.10000000000002,184.89000000000001,375.48,3750.0,28018.5,4.0,9066600.000000002,0.0
5765,2.0,0.0,10.0,48.83,44.87,,,0.052000000000000005,1.0,0.0,18.0,8.0,0.0,8.0,10.0,53.44,6.0,,5.0,8.0,0.544,32.0,4.0,1.0,576.0,147.14,134.60999999999999,320.64,2304.0,22762.5,0.0,3678499.9999999995,0.0
4299,3.0,0.0,10.0,57.62,56.58,,,0.515,0.0,1.0,14.0,1.0,0.0,8.0,10.0,54.85,6.0,4.0,4.0,2.0,,27.0,4.0,1.0,378.0,169.04999999999998,226.32,329.1,1512.0,22772.22,0.0,4226250.0,1.0
7231,3.0,0.0,9.0,60.83,60.89,0.597,0.07,1.9509999999999998,1.0,1.0,6.0,5.0,2.0,7.0,9.0,57.77,6.0,1.0,2.0,1.0,-0.755,28.0,6.0,1.0,168.0,179.49,243.56,346.62,1008.0,20066.120000000003,0.0,6282150.0,1.0
821,2.0,1.0,-1.0,61.75,54.48,,,-0.435,1.0,1.0,10.0,8.0,3.0,6.0,-1.0,56.89,6.0,0.0,4.0,4.0,,,,1.0,,173.12,163.44,341.34000000000003,,,12.0,7444160.0,0.0
