,literacy_home,risk_factors,aspired_occ_b,math_b,reading_b,math_conf_b,verbal_confidence,writing,sports,by_xcurr,homework,hedonics_b,hours_working_b,edu_confidence,aspired_occ_1,math_1,math_status_1,f1_xcurr,hours_working_1,hedonics_1,math_conf_1,hs_ac_load,hs_gpa,ps_level,effort,testing,v_facility,m_facility,academic_p,iq_by_concientiousness,delinquency,wages_cont,graduated_Y
2499,1.0,1.0,10.0,45.36,53.37,-0.63,0.585,0.052000000000000005,0.0,1.0,25.0,2.0,0.0,6.0,10.0,44.71,6.0,1.0,5.0,3.0,0.774,24.0,5.0,1.0,600.0,143.44,106.74,268.26,3000.0,18375.0,5.0,8606400.0,0.0
10959,,4.0,16.0,46.94,42.28,,,1.7619999999999998,0.0,2.0,6.0,2.0,2.0,6.0,16.0,43.26,6.0,3.0,0.0,5.0,,22.0,3.0,1.0,132.0,132.48,,259.56,396.0,,28.0,3974399.9999999995,0.0
8040,1.0,3.0,-1.0,33.41,35.63,,,,0.0,0.0,3.0,5.0,0.0,2.0,10.0,32.71,2.0,0.0,,8.0,,,,3.0,,101.75,71.26,65.42,,,39.0,0.0,1.0
6046,3.0,3.0,,43.84,51.65,,,-1.2819999999999998,,2.0,5.0,,,4.0,15.0,45.09,4.0,1.0,0.0,,1.27,27.0,2.0,2.0,135.0,140.58,206.6,180.36,270.0,12382.720000000001,,168696.00000000003,0.0
6790,2.0,0.0,,46.95,48.81,,,1.001,,0.0,16.0,,,6.0,-1.0,50.06,6.0,1.0,0.0,1.0,-0.259,22.0,5.0,2.0,352.0,145.82,146.43,300.36,1760.0,16978.02,,3645500.0,1.0
11893,1.0,0.0,9.0,40.54,45.61,-1.621,1.335,,1.0,1.0,10.0,,,9.0,-1.0,40.03,5.0,0.0,5.0,3.0,-2.039,26.0,2.0,2.0,260.0,126.18,91.22,200.15,520.0,10489.32,,0.0,1.0
7602,1.0,,-1.0,58.53,57.56,-0.381,-0.379,-0.898,0.0,1.0,22.0,1.0,0.0,6.0,9.0,57.99,4.0,2.0,4.0,1.0,,20.0,3.0,2.0,440.0,174.08,115.12,231.96,1320.0,14577.360000000002,,3481600.0000000005,1.0
5401,2.0,0.0,10.0,59.8,64.83,-0.63,1.5959999999999999,0.24100000000000002,0.0,0.0,6.0,6.0,3.0,7.0,9.0,58.38,6.0,2.0,0.0,4.0,1.548,28.0,4.0,1.0,168.0,183.01,194.49,350.28000000000003,672.0,18522.18,0.0,1830100.0,0.0
13409,3.0,4.0,-1.0,70.5,66.07,1.7719999999999998,1.5959999999999999,,1.0,0.0,5.0,5.0,0.0,6.0,10.0,70.57,6.0,0.0,2.0,8.0,1.811,26.0,4.0,1.0,130.0,207.14,264.28,423.41999999999996,520.0,21318.699999999997,52.0,4142799.9999999995,1.0
15288,3.0,1.0,6.0,60.91,61.63,1.296,0.862,1.683,5.0,6.0,20.0,1.0,1.0,7.0,11.0,61.43,6.0,5.0,0.0,3.0,1.811,21.0,6.0,1.0,420.0,183.97,246.52,368.58,2520.0,25219.100000000002,4.0,8830560.0,0.0
7735,3.0,3.0,9.0,37.99,51.28,-1.831,-2.197,0.812,0.0,0.0,7.0,3.0,2.0,4.0,9.0,42.87,3.0,0.0,3.0,3.0,-1.296,6.0,2.0,2.0,42.0,132.14000000000001,205.12,128.60999999999999,84.0,4338.49,18.0,3303500.0000000005,0.0
2952,2.0,1.0,10.0,58.48,51.77,0.7709999999999999,0.601,,0.0,0.0,6.0,5.0,3.0,8.0,10.0,63.56,6.0,1.0,3.0,3.0,1.811,22.0,5.0,1.0,132.0,173.81,155.31,381.36,660.0,15026.760000000002,8.0,6952400.0,0.0
288,3.0,,-1.0,58.07,56.95,-0.8690000000000001,0.5920000000000001,1.7619999999999998,2.0,3.0,8.0,2.0,4.0,7.0,-1.0,56.24,6.0,6.0,5.0,2.0,0.528,31.0,6.0,1.0,248.0,171.26000000000002,227.8,337.44,1488.0,22044.36,,8905520.000000002,1.0
4019,3.0,1.0,10.0,34.43,51.65,-0.63,0.039,0.24100000000000002,0.0,0.0,5.0,4.0,0.0,7.0,10.0,37.19,5.0,3.0,4.0,2.0,,28.0,4.0,2.0,140.0,123.27,206.6,185.95,560.0,12954.149999999998,6.0,12327.0,0.0
12576,3.0,0.0,9.0,59.11,50.66,0.121,0.047,1.001,1.0,3.0,2.0,8.0,0.0,7.0,10.0,58.24,5.0,3.0,2.0,5.0,-0.537,26.0,4.0,2.0,52.0,168.01,202.64,291.2,208.0,13827.519999999999,0.0,15120900.0,1.0
1014,3.0,,10.0,47.83,48.94,0.121,0.331,-0.435,0.0,1.0,3.0,2.0,5.0,7.0,-1.0,46.29,5.0,1.0,4.0,1.0,0.23800000000000002,26.0,3.0,2.0,78.0,143.06,195.76,231.45,234.0,12389.09,,5293220.0,0.0
7372,3.0,1.0,14.0,55.43,61.63,-1.621,-0.23,0.052000000000000005,0.0,3.0,5.0,2.0,2.0,5.0,,57.89,5.0,7.0,3.0,1.0,-0.755,16.0,3.0,3.0,80.0,174.95,246.52,289.45,240.0,11255.37,3.0,1924449.9999999998,0.0
2333,3.0,,10.0,46.61,44.62,0.7859999999999999,1.146,,0.0,0.0,16.0,3.0,0.0,6.0,10.0,65.78,6.0,2.0,2.0,3.0,-0.259,23.0,6.0,1.0,368.0,157.01,178.48,394.68,2208.0,22353.239999999998,,7065450.0,0.0
2022,3.0,0.0,9.0,56.01,54.97,-1.831,-1.479,,1.0,0.0,8.0,3.0,0.0,7.0,-1.0,53.76,5.0,3.0,4.0,3.0,-1.7930000000000001,26.0,4.0,1.0,208.0,164.73999999999998,219.88,268.8,832.0,16615.12,0.0,2965319.9999999995,1.0
8948,0.0,2.0,-1.0,57.22,54.36,-1.08,-0.672,,1.0,1.0,22.0,4.0,0.0,8.0,10.0,67.87,6.0,4.0,4.0,0.0,-1.247,25.0,6.0,1.0,550.0,179.45,54.36,407.22,3300.0,21694.260000000002,8.0,7536899.999999999,1.0
14201,2.0,1.0,10.0,50.38,53.13,-0.365,-1.187,0.052000000000000005,0.0,0.0,4.0,2.0,0.0,6.0,,49.45,4.0,1.0,,,-0.755,32.0,4.0,1.0,128.0,152.96,159.39000000000001,197.8,512.0,12858.840000000002,,6883200.0,1.0
14329,,,,68.39,61.9,,,,,,,,,9.0,-1.0,71.57,6.0,1.0,0.0,,,27.0,5.0,1.0,,201.85999999999999,,429.41999999999996,,,,908369.9999999999,0.0
2156,2.0,1.0,-1.0,53.04,57.44,0.636,0.151,0.515,0.0,0.0,15.0,3.0,5.0,6.0,10.0,53.94,5.0,0.0,8.0,1.0,,19.0,3.0,2.0,285.0,164.42,172.32,269.7,855.0,15028.68,4.0,0.0,0.0
10633,3.0,,9.0,58.64,49.55,-0.42,-0.41,1.9509999999999998,3.0,3.0,6.0,3.0,0.0,7.0,10.0,55.59,6.0,6.0,3.0,1.0,-2.039,25.0,5.0,2.0,150.0,163.78,198.2,333.54,750.0,16483.94,,3275600.0,1.0
13487,3.0,1.0,9.0,52.96,58.18,-0.154,1.5959999999999999,0.052000000000000005,1.0,0.0,2.0,6.0,3.0,8.0,10.0,49.67,6.0,3.0,7.0,5.0,1.0190000000000001,28.0,4.0,1.0,56.0,160.81,232.72,298.02,224.0,15922.2,11.0,2894580.0,0.0
13469,,0.0,-1.0,65.82,56.82,,,-0.898,2.0,1.0,17.0,1.0,1.0,6.0,9.0,67.16,6.0,4.0,1.0,6.0,0.762,33.0,6.0,1.0,561.0,189.79999999999998,,402.96,3366.0,,0.0,8161399.999999999,1.0
6328,3.0,0.0,-1.0,57.64,59.66,-0.11599999999999999,0.639,1.9509999999999998,2.0,0.0,4.0,1.0,1.0,7.0,-1.0,58.55,6.0,3.0,1.0,1.0,0.23399999999999999,29.0,6.0,1.0,116.0,175.85,238.64,351.29999999999995,696.0,19468.019999999997,0.0,6506450.0,1.0
7440,3.0,1.0,9.0,47.02,41.67,0.149,-0.664,0.7040000000000001,1.0,0.0,3.0,,0.0,6.0,-1.0,41.86,5.0,0.0,6.0,2.0,-1.5419999999999998,30.0,3.0,2.0,90.0,130.55,166.68,209.3,270.0,12407.34,,4047050.0000000005,0.0
7761,2.0,1.0,-1.0,58.6,56.45,-1.1059999999999999,-0.9329999999999999,1.683,0.0,1.0,27.0,4.0,0.0,9.0,-1.0,58.79,6.0,0.0,0.0,3.0,-0.755,24.0,6.0,2.0,648.0,173.84,169.35000000000002,352.74,3888.0,26626.59,7.0,2173000.0,1.0
13448,2.0,0.0,-1.0,53.81,56.33,-1.1059999999999999,0.885,-0.435,1.0,0.0,16.0,,0.0,7.0,9.0,52.05,6.0,2.0,1.0,4.0,0.747,24.0,5.0,1.0,384.0,162.19,168.99,312.29999999999995,1920.0,19251.6,,8109500.0,1.0
2882,3.0,0.0,-1.0,44.12,58.43,-1.831,-0.9329999999999999,0.7390000000000001,0.0,1.0,4.0,2.0,0.0,4.0,-1.0,35.2,3.0,3.0,2.0,2.0,-0.509,23.0,2.0,2.0,92.0,137.75,233.72,105.60000000000001,184.0,9161.64,0.0,2755000.0,0.0
9849,1.0,,10.0,54.9,60.77,-1.1059999999999999,-0.20600000000000002,0.052000000000000005,5.0,2.0,3.0,4.0,5.0,7.0,-1.0,52.73,5.0,2.0,2.0,3.0,0.779,27.0,6.0,1.0,81.0,168.4,121.54,263.65,486.0,11555.7,,9262000.0,1.0
8367,3.0,2.0,16.0,64.63,70.62,0.36,0.6729999999999999,1.385,1.0,1.0,14.0,,0.0,6.0,9.0,67.15,6.0,5.0,0.0,4.0,1.5330000000000001,27.0,5.0,1.0,378.0,202.4,282.48,402.90000000000003,1890.0,28100.580000000005,,3036000.0,0.0
16089,3.0,0.0,14.0,60.32,56.7,-1.1059999999999999,-0.664,-0.13699999999999998,3.0,1.0,17.0,3.0,6.0,7.0,14.0,58.71,6.0,3.0,3.0,3.0,0.265,31.0,4.0,1.0,527.0,175.73000000000002,226.8,352.26,2108.0,27794.879999999997,0.0,6326280.000000001,0.0
10850,1.0,1.0,10.0,40.13,44.38,-1.621,-1.187,,0.0,3.0,8.0,6.0,0.0,6.0,14.0,37.83,5.0,3.0,4.0,3.0,,,,1.0,,122.34,88.76,189.14999999999998,,,9.0,4648920.0,1.0
13011,3.0,0.0,16.0,52.94,57.56,-1.1059999999999999,0.82,,0.0,0.0,6.0,,3.0,5.0,-1.0,44.1,6.0,2.0,6.0,,-2.039,25.0,4.0,1.0,150.0,154.6,230.24,264.6,600.0,15340.04,,3092000.0,1.0
15430,3.0,1.0,10.0,56.73,55.34,,,0.052000000000000005,1.0,0.0,2.0,0.0,0.0,8.0,10.0,54.37,6.0,5.0,0.0,2.0,1.041,22.0,5.0,1.0,44.0,166.44,221.36,326.21999999999997,220.0,13141.919999999998,2.0,4993200.0,1.0
15990,2.0,0.0,9.0,68.23,55.59,-0.11599999999999999,0.14300000000000002,-0.898,4.0,1.0,6.0,1.0,2.0,6.0,9.0,62.74,6.0,2.0,4.0,2.0,1.811,24.0,4.0,1.0,144.0,186.56,166.77,376.44,576.0,16296.300000000001,0.0,2984960.0,1.0
13428,3.0,0.0,10.0,65.0,60.77,1.5330000000000001,1.4069999999999998,1.001,2.0,0.0,14.0,1.0,3.0,6.0,10.0,69.52,6.0,3.0,3.0,5.0,1.564,25.0,6.0,1.0,350.0,195.29000000000002,243.08,417.12,2100.0,25747.800000000003,0.0,20505450.000000004,1.0
14170,3.0,0.0,-1.0,54.37,48.94,1.7719999999999998,-0.37200000000000005,0.247,0.0,0.0,10.0,2.0,0.0,4.0,-1.0,45.45,5.0,2.0,0.0,3.0,1.297,25.0,2.0,2.0,250.0,148.76,195.76,227.25,500.0,14805.35,0.0,0.0,0.0
7862,2.0,1.0,10.0,53.23,51.89,-0.154,0.331,1.001,1.0,1.0,16.0,1.0,0.0,8.0,-1.0,46.9,6.0,4.0,2.0,1.0,0.528,32.0,5.0,2.0,512.0,152.02,155.67000000000002,281.4,2560.0,20979.36,2.0,15962100.000000002,1.0
13075,3.0,0.0,-1.0,59.23,49.43,0.095,-0.868,0.052000000000000005,0.0,3.0,17.0,2.0,0.0,6.0,16.0,52.16,6.0,5.0,4.0,3.0,,26.0,4.0,1.0,442.0,160.82,197.72,312.96,1768.0,21959.239999999998,0.0,4824600.0,1.0
15987,3.0,0.0,11.0,59.64,67.17,-0.604,0.331,-1.0,3.0,1.0,19.0,,0.0,8.0,10.0,57.72,6.0,1.0,7.0,,-1.018,25.0,4.0,1.0,475.0,184.53,268.68,346.32,1900.0,27060.0,,4059660.0,0.0
3119,3.0,0.0,10.0,60.61,58.67,1.5330000000000001,1.5959999999999999,1.9509999999999998,0.0,0.0,12.0,0.0,4.0,7.0,9.0,57.56,5.0,2.0,4.0,1.0,,25.0,6.0,1.0,300.0,176.84,234.68,287.8,1800.0,19331.760000000002,0.0,5305200.0,1.0
5463,3.0,1.0,10.0,61.41,60.27,0.5710000000000001,1.5959999999999999,0.515,1.0,1.0,5.0,5.0,4.0,5.0,16.0,54.05,6.0,3.0,5.0,,-0.7609999999999999,24.0,4.0,2.0,120.0,175.73000000000002,241.08,324.29999999999995,480.0,16396.02,,10543800.000000002,1.0
3177,2.0,,-1.0,66.85,60.27,0.5710000000000001,1.5959999999999999,1.27,3.0,0.0,24.0,5.0,0.0,6.0,9.0,69.0,6.0,3.0,4.0,1.0,1.319,16.0,6.0,1.0,384.0,196.12,180.81,414.0,2304.0,23792.399999999998,,3137920.0,0.0
14398,3.0,0.0,10.0,60.23,75.43,0.82,1.5959999999999999,,1.0,6.0,6.0,2.0,,7.0,-1.0,65.62,6.0,5.0,0.0,4.0,1.286,30.0,6.0,1.0,180.0,201.28,301.72,393.72,1080.0,25035.840000000004,0.0,4025600.0,1.0
10261,3.0,0.0,,56.37,51.65,,,,,0.0,6.0,,,9.0,-1.0,52.48,6.0,0.0,2.0,,-0.537,27.0,5.0,1.0,162.0,160.5,206.6,314.88,810.0,17208.84,,3210000.0,1.0
1705,2.0,1.0,10.0,66.66,56.7,1.7719999999999998,1.3419999999999999,1.7619999999999998,0.0,3.0,20.0,3.0,2.0,8.0,10.0,72.0,6.0,2.0,0.0,4.0,1.5330000000000001,27.0,6.0,1.0,540.0,195.36,170.10000000000002,432.0,3240.0,28298.7,7.0,0.0,0.0
82,3.0,,9.0,52.32,57.56,-0.8690000000000001,0.585,-0.13699999999999998,0.0,2.0,18.0,4.0,0.0,6.0,9.0,52.55,5.0,1.0,0.0,5.0,-0.755,25.0,4.0,2.0,450.0,162.43,230.24,262.75,1800.0,21198.57,,6497200.0,1.0
1374,2.0,4.0,-1.0,44.17,43.27,0.36,0.893,,0.0,2.0,3.0,2.0,,7.0,-1.0,39.29,4.0,0.0,2.0,6.0,0.23199999999999998,28.0,4.0,2.0,84.0,126.72999999999999,129.81,157.16,336.0,8896.070000000002,32.0,2534600.0,1.0
6990,3.0,0.0,-1.0,58.01,58.3,-0.171,1.5959999999999999,,1.0,4.0,17.0,2.0,0.0,6.0,-1.0,53.28,5.0,3.0,2.0,1.0,-0.755,19.0,6.0,1.0,323.0,169.59,233.2,266.4,1938.0,17985.6,0.0,5935650.0,0.0
5714,3.0,1.0,-1.0,44.36,36.86,,,,1.0,0.0,7.0,3.0,,9.0,9.0,42.64,5.0,0.0,8.0,5.0,-0.755,30.0,4.0,1.0,210.0,123.86,147.44,213.2,840.0,13343.68,8.0,3096500.0,1.0
11134,3.0,0.0,-1.0,45.22,44.62,-0.183,,,2.0,2.0,5.0,6.0,0.0,4.0,-1.0,41.25,4.0,2.0,5.0,7.0,-2.039,25.0,2.0,2.0,125.0,131.09,178.48,165.0,250.0,10304.400000000001,0.0,5505780.0,0.0
12749,2.0,0.0,2.0,43.56,45.73,-1.135,-1.9280000000000002,-0.6729999999999999,0.0,2.0,5.0,0.0,0.0,4.0,11.0,45.86,5.0,3.0,8.0,0.0,,,,1.0,,135.14999999999998,137.19,229.3,,,0.0,675749.9999999999,0.0
9108,3.0,,10.0,61.86,59.78,1.7719999999999998,1.5959999999999999,0.052000000000000005,1.0,0.0,8.0,8.0,0.0,7.0,-1.0,66.94,6.0,2.0,0.0,3.0,,23.0,5.0,1.0,184.0,188.57999999999998,239.12,401.64,920.0,19863.56,,1320060.0,0.0
8656,2.0,,9.0,52.75,53.5,0.33299999999999996,-0.745,1.9509999999999998,2.0,2.0,15.0,1.0,0.0,7.0,10.0,52.75,6.0,6.0,0.0,0.0,0.528,26.0,6.0,1.0,390.0,159.0,160.5,316.5,2340.0,19557.0,,7314000.0,1.0
15016,3.0,0.0,14.0,53.52,55.84,,,0.052000000000000005,1.0,2.0,5.0,3.0,1.0,6.0,14.0,52.09,5.0,7.0,2.0,0.0,,26.0,6.0,1.0,130.0,161.45000000000002,223.36,260.45000000000005,780.0,14998.110000000002,0.0,5650750.000000001,1.0
6657,,2.0,-1.0,49.97,39.32,,,,0.0,0.0,14.0,5.0,,9.0,-1.0,50.97,6.0,0.0,0.0,6.0,,25.0,4.0,2.0,350.0,140.26,,305.82,1400.0,,22.0,5610400.0,1.0
16110,3.0,0.0,-1.0,60.26,64.09,-0.63,-0.41,0.349,3.0,2.0,16.0,3.0,0.0,7.0,-1.0,63.46,6.0,5.0,1.0,2.0,-0.51,25.0,6.0,1.0,400.0,187.81,256.36,380.76,2400.0,26121.920000000002,0.0,8451450.0,1.0
11683,1.0,1.0,9.0,53.54,49.06,-0.128,0.877,0.618,3.0,0.0,12.0,,0.0,6.0,9.0,50.6,5.0,4.0,4.0,2.0,-0.001,27.0,5.0,2.0,324.0,153.2,98.12,253.0,1620.0,13693.68,,4442800.0,0.0
2528,3.0,0.0,9.0,67.93,60.89,1.02,0.331,0.052000000000000005,5.0,3.0,7.0,1.0,0.0,7.0,9.0,63.33,6.0,8.0,0.0,0.0,1.5330000000000001,26.0,6.0,1.0,182.0,192.14999999999998,243.56,379.98,1092.0,20576.82,0.0,12489749.999999998,1.0
9932,1.0,,-1.0,34.63,31.68,-0.11599999999999999,-0.40299999999999997,-0.21600000000000003,5.0,0.0,8.0,4.0,,4.0,-1.0,29.61,1.0,3.0,,,0.795,22.0,3.0,1.0,176.0,95.92,63.36,29.61,528.0,2789.1,,0.0,1.0
16000,3.0,0.0,10.0,72.14,75.43,1.7719999999999998,1.5959999999999999,1.756,2.0,0.0,10.0,2.0,1.0,8.0,-1.0,72.31,6.0,4.0,0.0,0.0,1.811,25.0,5.0,1.0,250.0,219.88,301.72,433.86,1250.0,25745.300000000003,0.0,5497000.0,1.0
1508,,4.0,9.0,49.87,48.69,1.7719999999999998,-0.9329999999999999,-0.13699999999999998,0.0,1.0,5.0,5.0,8.0,7.0,9.0,47.69,5.0,1.0,6.0,,0.746,25.0,4.0,2.0,125.0,146.25,,238.45,500.0,,,2925000.0,1.0
2065,2.0,0.0,,42.53,40.93,,,,6.0,0.0,6.0,3.0,4.0,6.0,16.0,43.1,5.0,3.0,3.0,1.0,0.27,27.0,3.0,2.0,162.0,126.56,122.78999999999999,215.5,486.0,11163.57,0.0,0.0,0.0
2073,3.0,1.0,6.0,54.67,51.15,-0.11599999999999999,0.331,,3.0,0.0,13.0,3.0,2.0,6.0,-1.0,48.76,4.0,0.0,4.0,4.0,0.265,27.0,4.0,2.0,351.0,154.57999999999998,204.6,195.04,1404.0,15985.599999999999,7.0,2627859.9999999995,0.0
14799,2.0,,,57.76,43.88,0.322,-0.9329999999999999,-0.21600000000000003,2.0,1.0,20.0,0.0,,7.0,-1.0,54.97,6.0,3.0,2.0,1.0,-0.215,23.0,3.0,1.0,460.0,156.61,131.64000000000001,329.82,1380.0,19842.780000000002,,78305.0,1.0
6083,2.0,0.0,2.0,57.42,55.59,,,-0.332,0.0,1.0,4.0,1.0,3.0,4.0,9.0,51.76,5.0,0.0,5.0,4.0,1.27,28.0,6.0,2.0,112.0,164.77,166.77,258.8,672.0,13618.240000000002,0.0,2636320.0,1.0
15235,3.0,1.0,10.0,77.48,73.71,,1.5959999999999999,1.459,2.0,2.0,13.0,2.0,,7.0,9.0,70.64,6.0,4.0,0.0,0.0,1.811,27.0,6.0,1.0,351.0,221.82999999999998,294.84,423.84000000000003,2106.0,28747.200000000004,2.0,665490.0,0.0
11090,3.0,1.0,10.0,55.81,55.1,0.836,-0.11800000000000001,0.052000000000000005,2.0,1.0,11.0,3.0,2.0,6.0,-1.0,60.33,6.0,0.0,4.0,1.0,-1.2690000000000001,25.0,5.0,2.0,275.0,171.24,220.4,361.98,1375.0,20965.68,4.0,2568600.0,1.0
13334,3.0,0.0,6.0,43.77,38.71,0.068,,-1.6580000000000001,2.0,0.0,3.0,4.0,0.0,4.0,9.0,45.5,4.0,2.0,4.0,4.0,-0.516,26.0,3.0,2.0,78.0,127.98,154.84,182.0,234.0,9768.36,0.0,8318700.0,1.0
9257,1.0,,-1.0,42.46,48.57,1.296,0.174,,0.0,1.0,32.0,8.0,0.0,6.0,-1.0,47.53,5.0,2.0,0.0,1.0,,26.0,4.0,2.0,832.0,138.56,97.14,237.65,3328.0,19417.82,,2494080.0,1.0
3554,,0.0,-1.0,61.7,60.4,,,0.052000000000000005,3.0,3.0,5.0,2.0,2.0,7.0,-1.0,58.0,6.0,5.0,3.0,2.0,1.5330000000000001,29.0,5.0,1.0,145.0,180.1,,348.0,725.0,,0.0,8644800.0,1.0
15183,2.0,3.0,-1.0,61.34,71.24,-0.63,1.4069999999999998,0.812,,3.0,10.0,1.0,2.0,7.0,9.0,56.84,5.0,4.0,2.0,0.0,0.019,28.0,6.0,1.0,280.0,189.42,213.71999999999997,284.20000000000005,1680.0,18920.96,3.0,10039260.0,0.0
13600,3.0,0.0,9.0,56.05,64.46,-0.11599999999999999,0.601,1.001,1.0,1.0,9.0,,0.0,7.0,9.0,59.75,6.0,3.0,0.0,3.0,-1.788,26.0,6.0,1.0,234.0,180.26,257.84,358.5,1404.0,21571.899999999998,,2163120.0,1.0
12335,3.0,1.0,-1.0,54.42,50.17,0.624,1.5959999999999999,0.618,1.0,0.0,18.0,0.0,0.0,6.0,16.0,55.11,6.0,1.0,5.0,1.0,-0.51,25.0,5.0,2.0,450.0,159.7,200.68,330.65999999999997,2250.0,22847.619999999995,1.0,5589500.0,1.0
4974,3.0,0.0,10.0,67.43,65.33,0.095,0.14300000000000002,1.001,2.0,5.0,12.0,2.0,0.0,7.0,14.0,68.8,6.0,4.0,4.0,3.0,,29.0,6.0,1.0,348.0,201.56,261.32,412.79999999999995,2088.0,27638.919999999995,0.0,2015600.0,0.0
992,2.0,1.0,2.0,38.93,41.79,,,-1.3840000000000001,2.0,0.0,5.0,8.0,0.0,4.0,11.0,37.75,5.0,2.0,,,-0.755,26.0,3.0,2.0,130.0,118.47,125.37,188.75,390.0,9737.72,,8529840.0,1.0
11137,3.0,0.0,9.0,66.55,60.77,1.3219999999999998,1.146,1.4880000000000002,4.0,6.0,22.0,0.0,0.0,8.0,-1.0,68.63,6.0,7.0,0.0,0.0,1.27,32.0,4.0,1.0,704.0,195.95,243.08,411.78,2816.0,35362.44,0.0,12736750.0,1.0
15359,3.0,0.0,10.0,78.65,66.31,,,1.001,1.0,3.0,15.0,1.0,0.0,8.0,10.0,70.63,6.0,4.0,0.0,2.0,1.286,24.0,5.0,1.0,360.0,215.59,265.24,423.78,1800.0,26871.78,0.0,5389750.0,0.0
2758,3.0,0.0,,53.64,56.08,,,,,2.0,8.0,,,6.0,-1.0,54.61,5.0,3.0,3.0,4.0,-1.7930000000000001,26.0,5.0,1.0,208.0,164.32999999999998,224.32,273.05,1040.0,16910.58,,2957939.9999999995,1.0
14358,3.0,0.0,-1.0,57.47,59.66,0.5710000000000001,-0.41,,1.0,1.0,9.0,5.0,0.0,6.0,-1.0,55.47,6.0,1.0,0.0,5.0,0.528,28.0,5.0,1.0,252.0,172.6,238.64,332.82,1260.0,21144.02,0.0,8630000.0,1.0
14618,2.0,2.0,10.0,55.0,57.32,1.7719999999999998,1.5959999999999999,1.001,1.0,6.0,20.0,1.0,0.0,8.0,10.0,64.35,6.0,8.0,6.0,5.0,1.5330000000000001,29.0,5.0,1.0,580.0,176.67,171.96,386.09999999999997,2900.0,27344.94,12.0,5653440.0,0.0
4751,1.0,2.0,16.0,49.65,47.95,,,,2.0,2.0,4.0,8.0,7.0,9.0,-1.0,48.47,5.0,4.0,5.0,1.0,-0.755,22.0,3.0,2.0,88.0,146.07,95.9,242.35,264.0,8794.5,18.0,5696730.0,0.0
5988,,1.0,10.0,61.05,62.0,1.02,0.52,1.756,1.0,2.0,14.0,4.0,0.0,8.0,10.0,63.31,6.0,3.0,3.0,,-2.039,28.0,6.0,1.0,392.0,186.36,,379.86,2352.0,,,7081680.000000001,1.0
14827,3.0,1.0,-1.0,47.57,46.47,1.7719999999999998,1.5959999999999999,1.001,3.0,6.0,17.0,0.0,0.0,7.0,-1.0,63.52,6.0,5.0,0.0,0.0,0.773,28.0,6.0,1.0,476.0,157.56,185.88,381.12,2856.0,25515.0,0.0,4726800.0,1.0
2149,2.0,0.0,,55.85,57.32,,,-1.579,,0.0,12.0,,,6.0,14.0,56.39,4.0,1.0,6.0,2.0,,,,2.0,,169.56,171.96,225.56,,,,3730320.0,0.0
3587,2.0,2.0,9.0,54.5,49.68,,,0.32,3.0,1.0,,5.0,0.0,6.0,9.0,47.92,6.0,2.0,4.0,3.0,-0.755,26.0,5.0,2.0,,152.10000000000002,149.04,287.52,,,16.0,1521000.0000000002,0.0
1519,2.0,,10.0,54.1,61.14,-0.381,1.3419999999999999,,2.0,0.0,15.0,8.0,0.0,7.0,10.0,54.39,6.0,3.0,4.0,5.0,-1.296,23.0,5.0,1.0,345.0,169.63,183.42000000000002,326.34000000000003,1725.0,19370.88,,203556.0,0.0
3942,3.0,0.0,-1.0,54.55,52.26,1.561,1.5959999999999999,0.733,0.0,0.0,10.0,0.0,4.0,7.0,-1.0,50.51,6.0,0.0,2.0,1.0,1.564,31.0,5.0,1.0,310.0,157.32,209.04,303.06,1550.0,20996.100000000002,0.0,4876920.0,0.0
4923,3.0,0.0,-1.0,57.43,70.62,-0.11599999999999999,0.958,0.052000000000000005,1.0,3.0,24.0,8.0,0.0,7.0,9.0,58.34,6.0,3.0,4.0,4.0,1.025,26.0,5.0,1.0,624.0,186.39000000000001,282.48,350.04,3120.0,31626.0,0.0,6150870.000000001,1.0
6634,,1.0,,48.59,50.29,,,1.9509999999999998,,,7.0,,,5.0,15.0,53.91,6.0,3.0,5.0,2.0,0.779,28.0,6.0,2.0,196.0,152.79,,323.46,1176.0,,,2291850.0,1.0
7912,1.0,1.0,-1.0,52.7,47.58,-1.831,-2.197,,0.0,0.0,15.0,2.0,0.0,6.0,-1.0,51.28,6.0,3.0,3.0,5.0,-0.755,23.0,5.0,1.0,345.0,151.56,95.16,307.68,1725.0,15307.920000000002,7.0,181872.0,1.0
3592,,0.0,10.0,51.75,44.75,,,-0.898,0.0,1.0,25.0,2.0,0.0,6.0,14.0,46.0,5.0,4.0,3.0,2.0,0.483,28.0,4.0,2.0,700.0,142.5,,230.0,2800.0,,0.0,3562500.0,1.0
38,1.0,2.0,9.0,43.6,48.57,,,-0.14300000000000002,0.0,0.0,22.0,8.0,0.0,9.0,9.0,41.43,6.0,1.0,5.0,4.0,-0.51,26.0,3.0,2.0,572.0,133.6,97.14,248.57999999999998,1716.0,16594.559999999998,24.0,0.0,0.0
12551,,2.0,-1.0,60.65,50.66,,,0.052000000000000005,2.0,0.0,20.0,,,8.0,10.0,57.89,6.0,3.0,2.0,1.0,,28.0,6.0,1.0,560.0,169.2,,347.34000000000003,3360.0,,,0.0,0.0
